idade,profissao,educacao,meio_contato,mes,dia_da_semana,duracao,dias_ultimo_contato,qtd_contatos_total,campanha_anterior,indice_precos_consumidor,indice_confianca_consumidor,euribor3m,numero_empregados,resultado
36,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
28,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
38,6,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
38,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
29,1,4,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
39,3,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
34,3,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
24,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
43,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
36,4,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
41,3,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
35,1,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
33,2,1,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
60,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
48,10,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
46,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
27,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
31,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
29,3,2,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
39,1,1,0,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,4,4,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
55,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
32,2,1,0,7,1,2,0,0,0,93.92,-42.7,4.96,5228,0
32,2,1,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
46,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,1,1,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
29,1,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
44,2,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
39,4,4,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
46,6,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
44,0,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
27,3,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,2,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
45,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
34,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
26,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
29,4,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
34,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
40,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
24,2,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
38,3,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
36,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
44,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
44,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
44,2,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
47,1,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
44,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
24,11,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
47,4,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
39,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
39,4,4,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
41,4,1,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
41,4,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
31,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
40,8,1,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
24,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
41,4,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
24,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
22,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
38,10,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
27,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
56,4,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
43,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
39,2,6,0,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
40,8,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
43,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
40,8,1,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
27,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
41,4,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
43,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
55,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
43,3,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
28,4,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
43,3,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
43,1,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
40,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
29,2,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
43,1,1,1,7,1,7,0,0,0,93.92,-42.7,4.96,5228,1
32,10,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
19,11,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
40,2,6,1,7,1,7,0,0,0,93.92,-42.7,4.96,5228,0
39,8,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
51,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
24,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
35,4,4,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
48,1,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
37,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
31,1,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
47,0,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
59,10,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
47,0,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,1,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
22,3,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
56,0,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
48,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
31,3,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
38,10,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
26,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
39,2,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
31,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
36,4,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
52,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
35,3,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
32,1,6,0,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
33,2,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
28,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
35,10,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
39,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
44,2,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,0,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
49,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
36,3,2,0,7,1,7,0,0,0,93.92,-42.7,4.96,5228,1
49,2,6,0,7,1,2,0,0,0,93.92,-42.7,4.96,5228,0
39,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
27,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
35,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,6,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
24,3,3,0,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
24,3,3,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
51,3,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
27,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
33,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
26,2,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
44,2,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
48,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,4,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
23,1,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
25,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
25,4,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
27,4,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
39,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
44,2,3,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
41,4,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
44,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
22,1,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
29,2,1,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
32,2,1,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
35,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
25,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
54,5,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
42,0,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
32,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
26,0,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
28,3,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
56,3,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
22,3,6,0,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
57,3,4,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
31,1,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
56,3,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,1,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
58,6,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,1,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
29,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
31,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
39,4,4,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
40,2,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
40,2,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
44,6,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,6,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,4,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
42,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,4,4,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
33,2,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
26,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
46,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
41,10,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
31,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
26,1,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
29,2,6,0,7,1,7,0,0,0,93.92,-42.7,4.96,5228,1
29,2,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
26,1,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
26,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
27,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
33,1,1,1,7,1,7,0,0,0,93.92,-42.7,4.96,5228,1
29,4,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
31,1,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
55,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
46,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
25,10,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
50,10,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
47,3,2,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
30,1,1,0,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
48,2,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
46,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
58,2,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
31,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
42,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
28,4,4,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
30,6,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
39,4,4,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
35,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
46,7,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
57,2,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
43,2,1,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
43,2,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
22,3,6,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
48,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
22,11,6,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
46,6,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
43,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
35,2,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
44,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
33,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
39,2,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
33,3,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
35,3,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
29,2,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
57,3,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
41,2,6,1,7,1,7,0,0,0,93.92,-42.7,4.96,5228,1
30,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
49,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
37,4,4,1,7,1,7,0,0,0,93.92,-42.7,4.96,5228,1
30,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
49,6,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
32,3,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
25,2,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
43,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
38,0,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
36,3,2,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
26,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
29,3,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
33,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
27,3,3,0,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
55,4,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
39,6,6,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,1
35,10,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
27,2,6,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
46,0,0,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
36,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
37,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
28,4,3,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
27,2,6,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
23,2,1,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
36,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
32,1,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
25,0,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
32,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
32,3,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,0,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
27,4,4,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
32,3,0,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
55,4,4,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
24,2,1,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
43,2,1,1,7,1,3,0,0,0,93.92,-42.7,4.96,5228,0
36,3,1,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
30,6,6,0,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
33,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
25,2,1,0,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
33,3,2,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
29,3,3,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
29,5,0,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
25,1,1,1,7,1,5,0,0,0,93.92,-42.7,4.96,5228,0
48,3,3,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
36,3,3,1,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
45,3,0,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
49,2,6,1,7,1,4,0,0,0,93.92,-42.7,4.96,5228,0
24,2,1,0,7,1,6,0,0,0,93.92,-42.7,4.96,5228,0
45,1,1,0,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
51,4,2,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
31,3,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
41,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
58,5,4,0,7,2,3,0,0,0,93.92,-42.7,4.96,5228,0
37,6,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
45,1,1,0,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
53,5,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
28,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
42,2,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,1
38,3,0,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
44,3,4,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
44,3,4,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
30,7,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
48,4,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
30,1,1,1,7,2,3,0,0,0,93.92,-42.7,4.96,5228,0
54,5,6,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
57,0,2,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
37,2,6,1,7,2,3,0,0,0,93.92,-42.7,4.96,5228,0
31,2,1,1,7,2,2,0,0,0,93.92,-42.7,4.96,5228,0
27,3,2,0,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
28,4,4,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
38,1,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
35,2,1,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
31,3,4,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
39,3,2,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
31,3,2,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
59,0,0,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
37,2,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
33,4,4,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
27,3,1,1,7,2,3,0,0,0,93.92,-42.7,4.96,5228,0
56,10,6,1,7,2,3,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,1,7,2,7,0,0,0,93.92,-42.7,4.96,5228,1
29,4,4,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
38,8,6,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
59,5,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
22,3,2,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
33,3,2,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
37,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
41,1,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
24,3,4,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
40,6,6,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
33,1,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
33,2,6,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
21,1,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
33,3,2,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,1
46,3,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
31,2,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
31,2,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
31,2,6,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
58,5,0,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
35,3,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
35,3,0,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
36,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
36,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
58,5,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
36,2,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
33,3,3,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
46,0,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
33,1,1,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,1
27,3,0,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
46,0,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
27,3,0,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
54,4,1,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
27,2,6,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
46,0,0,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
27,1,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
23,3,3,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
28,3,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
35,3,6,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
35,3,6,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,1
44,4,4,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
38,3,0,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,1
39,3,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
27,2,3,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
33,3,2,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
30,3,3,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
44,3,4,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
30,2,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
45,1,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
40,2,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
22,2,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
32,4,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
60,5,2,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
59,5,2,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
35,1,1,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
59,5,2,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
33,4,4,1,7,2,5,0,0,0,93.92,-42.7,4.96,5228,0
40,2,6,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
37,2,6,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
59,5,2,1,7,2,6,0,0,0,93.92,-42.7,4.96,5228,0
56,3,0,1,7,2,7,0,0,0,93.92,-42.7,4.96,5228,1
35,1,1,1,7,2,3,0,0,0,93.92,-42.7,4.96,5228,0
35,1,1,1,7,2,4,0,0,0,93.92,-42.7,4.96,5228,0
